Fri Feb 28 2025 12:08:58 GMT-0500 (Eastern Standard Time) - Run Time: 3538ms

Cross Tabulation Query Form - Trip - 2022

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest


Filters:
(Regional municipality of destination - region_dest In 1
and
2022 Trip purpose of destination - purp_dest2022 In 46
and
Primary travel mode of trip - mode_prime In D, M, T, U, )

Trip 2022
ROW : gta06_orig
COLUMN : gta06_dest
  gta06_orig  gta06_dest      total
        2215         587         78
        2222         564         16
        2223         579         30
        2237          66         39
        2238         259         13
        2241         473         23
        2242         538         18
        2244          63         81
        2244          77         42
        2244         181          7
        2244         228         48
        2244         438          7
        2244         614          9
        2245         464         94
        2248          34         14
        2248         180         30
        2248         579         32
        2250         282          4
        2251         475         12
        2252          92         10
        2252         236         10
        2252         589         15
        2255         617         14
        2256         592         30
        2257         225         24
        2257         481         33
        2257         494         11
        2257         578         43
        2258         490          8
        2271         284         18
        2351         145         30
        2352          99         27
        2352         464         20
        2352         466         20
        2353         460         10
        2355         360         11
        2355         378         11
        2357         226         26
        2360          51         39
        2360          66         19
        2362          56         23
        2362         218         10
        2362         262          9
        2362         442         15
        2362         465         15
        2362         469         12
        2362         481         19
        2362         562          7
        2363         433         24
        2363         469         33
        2364         230         26
        2364         464         10
        2364         564         10
        2365         225         17
        2366         394         14
        2366         464         30
        2366         589         15
        2366         608         13
        2367         463         18
        2367         464         14
        2368         617         14
        2369         328          4
        2372         236          4
        2372         299          6
        2375          65         16
        2375         427          6
        2376         464         13
        2378         473         14
        2383          86         18
        2383         472         11
        2384         532         13
        2386          34         10
        2387           2         54
        2388         223         55
        2388         599         15
        2390         391         14
        2390         481         74
        2390         595         28
        2394         436          9
        2396         221         32
        2398         243          6
        2398         599          9
        2399         591         20
        2399         608         11
        2401          59         35
        2402         599         59
        2404         603         11
        2405         541         44
        2405         591         31
        2405         617         26
        2406         594         22
        2407         497          9
        2407         564         42
        2408         608          7
        2410         242          7
        2410         350          5
        2412         592         18
        2417         465         20
        2417         481         22
        2418          86         23
        2418         461         23
        2418         591          8
        2419          52         10
        2419         436         11
        2419         499         19
        2419         564         26
        2419         591         11
        2419         617          9
        2420         445         30
        2422         528         59
        2423         435         10
        2425         478          7
        2425         591         56
        2426         473          9
        2426         480          6
        2426         490         13
        2426         605         10
        2426         609         10
        2427         594         22
        2427         599         13
        2427         600          6
        2428         491         18
        2428         578         18
        2428         599         13
        2428         608        329
        2433         235          5
        2433         529          4
        2433         609         17
        2435         578         24
        2440         236         83
        2441         234         10
        2441         467          5
        2441         473         17
        2441         594         14
        2441         608         28
        2442         546          7
        2442         574          5
        2442         592         21
        2444         442         14
        2444         486         14
        2450         616          8
        2451          59          8
        2451         578         21
        2453         223        125
        2454         497          4
        2454         578         36
        2552         484         40
        2553          26          6
        2553         440         13
        2553         444          4
        2555          37         22
        2555         170          9
        2560         162         21
        2560         277         14
        2618           6          9
        2619         230          9
        2653         484         11
        2667         250         38
        2667         387         31
        2669          67          8
        2702          64          6
        2705         317         11
        2710         487         39
        2713         270         34
        2713         623         34
        2717         279         12
        2779          64         28
        2856          59         47
        2858         220          6
        2858         254         11
        2867         421         35
        2871          66         14
        3151          64         19
        3190         221         17
        3190         391         22
        3192         112         13
        3199          66         10
        3324          59         21
        3337          63         90
        3337          64         90
        3337          66          7
        3343         299         20
        3343         322         76
        3344         357          6
        3348         360          5
        3360         145         10
        3361         313         50
        3364          85          7
        3364         286          8
        3367          65          5
        3367         184         28
        3368         286          3
        3371         300          5
        3372         278         45
        3372         299          7
        3373         357         86
        3375         308         16
        3376          59         15
        3378          37         49
        3378         442          6
        3379         100         10
        3379         286         82
        3379         354         15
        3387         365         37
        3417         309          6
        3418         300         56
        3422         335          7
        3422         378         61
        3430         437         39
        3431          58         16
        3437          88         45
        3450         120          6
        3460          63         27
        3460         549         25
        3464         107         18
        3467         360         11
        3469          59        128
        3469         135         16
        3480          64         27
        3487          64        101
        3494          66         52
        3495         140         17
        3495         360          9
        3498          51          4
        3506         286         15
        3506         360          8
        3518          72         56
        3518          96         60
        3603         123         16
        3603         235         10
        3604         336         97
        3604         416         38
        3605         113         16
        3605         335         25
        3606         236          7
        3606         309          4
        3606         357         17
        3613         379          9
        3614          77         20
        3616         360         11
        3617         421         17
        3619         299         19
        3620          79         16
        3620         335          7
        3620         356          6
        3621          64          4
        3622         127         38
        3622         147         19
        3622         292         14
        3622         299         18
        3622         357         18
        3628         440          7
        3632         300          9
        3632         306          8
        3636          69         26
        3637          86         38
        3637         112         23
        3638         104         31
        3640         120          9
        3640         299         22
        3641         293         54
        3641         295          5
        3642         290          4
        3642         309         15
        3643         298         45
        3644         102          9
        3644         299          7
        3644         378          7
        3645         112         17
        3645         290          7
        3646         112         15
        3646         293         20
        3646         350          6
        3647         120          7
        3647         378         24
        3648         300         14
        3648         335         13
        3648         365         42
        3648         442         32
        3649          40         25
        3649         286         10
        3649         292         11
        3649         295          8
        3649         309         18
        3649         310          7
        3649         335         35
        3650          37         14
        3650          83          5
        3650         269          7
        3650         277         12
        3650         300         12
        3651          85          6
        3652          65          8
        3652         309          6
        3652         391         13
        3653         287          7
        3653         360         24
        3654          64          9
        3654         299         22
        3654         310          4
        3655         286         12
        3655         288         14
        3655         290          5
        3655         300         10
        3660          67         34
        3662          73         11
        3662          96          3
        3663         286         12
        3663         335         17
        3663         360         24
        3665         291         33
        3666         356          5
        3669         120         13
        3669         204         17
        3669         292         19
        3669         295         51
        3669         309          6
        3670         147         63
        3670         286          5
        3670         299         51
        3670         310        110
        3670         313         32
        3670         325          6
        3670         335         10
        3670         421          3
        3671         394         26
        3673         357         22
        3674         130          4
        3674         310         27
        3674         335         13
        3675          85         15
        3675         289          7
        3676         290          9
        3678         223         13
        3678         320          9
        3679         200         40
        3680         335         43
        3681         116         42
        3681         329         10
        3682         250          8
        3682         286         18
        3682         290         26
        3682         301         12
        3682         310         10
        3682         314          8
        3682         320         10
        3682         329         15
        3682         335         24
        3682         344         14
        3685         360          6
        3686         356         24
        3687          65         10
        3687         308          4
        3688         335         13
        3690          78         35
        3690         180         16
        3690         335         16
        3691         133         30
        3691         292          5
        3698         286          6
        3698         481         24
        3699         335         18
        3699         408         31
        3701         335          9
        3701         357          3
        3702         325         31
        3709         356         19
        3710         289         12
        3711         109          5
        3712         393          7
        3715         316         10
        3717          87         23
        3718          66         35
        3718         364         10
        3720          59         56
        3810          77        193
        3812         308          9
        3813         310         11
        3816         109          5
        3816         130          8
        3816         157         60
        3832         323          9
        3835         285          4
        3838         120         27
        3841          37         11
        3847         299         13
        3850         360         10
        3856         290         24
        3856         342         44
        3861         310         24
        3862         309         13
        3863         301         48
        3863         405         15
        3863         591         14
        3866         356         53
        3867         272         34
        3874         335         38
        3877         286         28
        3878          70         35
        3879          64         17
        4001         220         38
        4004          83          6
        4014         324         12
        4022         121          4
        4024          73         28
        4024         215          6
        4024         220         22
        4026          85          3
        4028          66         22
        4029           1         40
        4029          64         43
        4029         167         15
        4029         378          4
        4030         272         13
        4030         625         15
        4035         186         16
        4037         220         13
        4040          43          9
        4040          65         23
        4040         264          3
        4040         356         23
        4045         108         14
        4050         358         12
        4057         259          7
        4057         379         53
        4061          66         11
        4063          67          7
        4077          59         19
        4079          59         49
        4079         369          9
        4080         285          8
        4089          85         26
        4119         357         34
        4124         306         22
        4125          63         22
        4127         378         41
        4158          85          8
        4163          15         72
        4164          59          4
        4164         159         25
        4166           9         28
        4166         335         32
        4185         310         14
        4186          64         26
        4192         259         37
        4194         356         42
        5051         114         11
        5065          37         23
        5073          66         13
        5077         460         18
        5100          59         39
        5131          37         20
        5132          34         23
        5149          59         16
        5154          37         15
        5158          66         10
        5166          63         24
        5179         307         28
        5192         254          4
        5198          93          4
        5205          59         33
        5219         242         12
        5230          66        118
        5232          59         15
        5239          63         26
        5239         391         34
        6044          34         19
        6052          96          5
        6098          56          9
        6176         591         37
        6226         625          9
        6254          85          5
        6286           9         23
        6359          85         11
        7007          66         11
        7029           1         25
        7048          66         23
        7054         625         66
        7137          93         35
        7187         421         60
        7212         360         12
        7253          59         11
        7257          64         21
        7322          34         37
        7350         197         36
        7359         236         13
        7361          85         34
        7389          67         31
        7403         392         14
        7405         120         10
        7406         378         22
        8015          37         14
        8015          86          8
        8033          22         22
        8057         300         22
        8072          59         17
        8122          85          3
        8166         223         15
        8353          85         26
        8402         625          8
        8403         357         28
        8522         421         17
        8528          65         39
        8529         356         58
        8530          64          9
        8553          50         19
        8554          85          6
        8561         113         25
        8564          59          5
        8565         151         28
        8567         257         14
        8574          85         17
        8576          59         12
        8578          74         22
        8588         157         25
        8595         120         48
        8597         394         13
        8597         464         23
        8605         309         18
        8612          59        118
        8629          34          7
        8641          59         56
        8652         421         36
        8660          50         14
        8663         223         12
        8683          59         15
        8711         289         32
        8813         324          5
        8851         105          8
        8851         376         14
        8854          47         18
        8855          66         36
        8902         278         32
        8918          66         38
        8928         313         57
        9002         541         13
        9004          85         38
        9009         114         10
        9032         228         21
        9053         323         16
        9053         358         45
        9069         209         39
        9998          71          8
        9998          86         36
